GO ID	DB Object Symbol
GO:1902723	SIX5
GO:0050790	CCNQ
GO:1902749	CCNQ
GO:0007041	VPS52
GO:0006605	VPS52
GO:0010668	VPS52
GO:0032456	VPS52
GO:0032456	VPS52
GO:0042147	VPS52
GO:0048611	VPS52
GO:0090119	VPS52
GO:0060079	GABRG1
GO:0008150	SLC22A18AS
GO:0009253	LYG1
GO:0006511	FBXL14
GO:0016567	FBXL14
GO:0006913	NUP93
GO:0006998	NUP93
GO:0051292	NUP93
GO:0051292	NUP93
GO:0060391	NUP93
GO:0060395	NUP93
GO:0060395	NUP93
GO:0008104	STK11IP
GO:0090305	REXO1
GO:0090305	REXO1
GO:0006370	CMTR1
GO:0006370	CMTR1
GO:0080009	CMTR1
GO:0097309	CMTR1
GO:0006432	LRRC47
GO:0007129	SIX6OS1
GO:0007129	SIX6OS1
GO:0007283	SIX6OS1
GO:0010705	SIX6OS1
GO:0048477	SIX6OS1
GO:0051090	SIX6OS1
GO:0007264	DOCK4
GO:0050790	DOCK4
GO:0050790	DOCK4
GO:0060326	DOCK4
GO:1904694	DOCK4
GO:1904754	DOCK4
GO:0002250	THEMIS
GO:0043368	THEMIS
GO:0043383	THEMIS
GO:0050852	THEMIS
GO:0006357	BATF2
GO:0042832	BATF2
GO:0043011	BATF2
GO:0140467	BATF2
GO:0008150	BEST3
GO:0043271	BEST3
GO:1902476	BEST3
GO:0006897	CLEC4F
GO:0008284	DYNAP
GO:0032148	DYNAP
GO:0042981	DYNAP
GO:1901625	DYNAP
GO:0006631	THEM5
GO:0035336	THEM5
GO:0035965	THEM5
GO:0030317	CFAP52
GO:0061966	CFAP52
GO:0030154	ARHGEF28
GO:0048013	ARHGEF28
GO:0050790	ARHGEF28
GO:0051056	ARHGEF28
GO:0001833	INTS1
GO:0016180	INTS1
GO:0016180	INTS1
GO:0034243	INTS1
GO:0043154	INTS1
GO:0045198	SYNE4
GO:0001525	ARHGAP24
GO:0007165	ARHGAP24
GO:0030154	ARHGAP24
GO:2000369	PROM2
GO:0001934	PROM2
GO:0031346	PROM2
GO:0043087	PROM2
GO:0048550	PROM2
GO:2001287	PROM2
GO:0010636	PLD6
GO:0007286	PLD6
GO:0008053	PLD6
GO:0016042	PLD6
GO:0030719	PLD6
GO:0034587	PLD6
GO:0043046	PLD6
GO:0051321	PLD6
GO:0090502	PLD6
GO:0035556	DEPDC4
GO:0098655	UNC80
GO:0001662	LYPD1
GO:0007271	LYPD1
GO:0035094	LYPD1
GO:0072659	LYPD1
GO:1903077	LYPD1
GO:2000272	LYPD1
GO:0008150	GHDC
GO:0007005	PYROXD2
GO:0010804	PELI3
GO:2001237	PELI3
GO:0008592	PELI3
GO:0003016	STK40
GO:0005977	STK40
GO:0006468	STK40
GO:0010468	STK40
GO:0035264	STK40
GO:0043066	STK40
GO:0043408	STK40
GO:0048286	STK40
GO:0060425	STK40
GO:0002084	ABHD12
GO:0006660	ABHD12
GO:0007628	ABHD12
GO:0009395	ABHD12
GO:0010996	ABHD12
GO:0019369	ABHD12
GO:0046464	ABHD12
GO:0046475	ABHD12
GO:0050727	ABHD12
GO:0052651	ABHD12
GO:0052651	ABHD12
GO:0006986	UBE2J2
GO:0030433	UBE2J2
GO:1903955	UBE2J2
GO:0006397	CLASRP
GO:0008380	CLASRP
GO:0051965	NLGN1
GO:0006605	NLGN1
GO:0007157	NLGN1
GO:0007158	NLGN1
GO:0007158	NLGN1
GO:0007158	NLGN1
GO:0007158	NLGN1
GO:0007399	NLGN1
GO:0007399	NLGN1
GO:0007416	NLGN1
GO:0007416	NLGN1
GO:0007416	NLGN1
GO:0010841	NLGN1
GO:0010976	NLGN1
GO:0016080	NLGN1
GO:0016339	NLGN1
GO:0016339	NLGN1
GO:0016339	NLGN1
GO:0023041	NLGN1
GO:0031175	NLGN1
GO:0031175	NLGN1
GO:0032230	NLGN1
GO:0032230	NLGN1
GO:0035418	NLGN1
GO:0035418	NLGN1
GO:0045184	NLGN1
GO:0045664	NLGN1
GO:0048511	NLGN1
GO:0048789	NLGN1
GO:0048789	NLGN1
GO:0048812	NLGN1
GO:0050804	NLGN1
GO:0051491	NLGN1
GO:0051965	NLGN1
GO:0051965	NLGN1
GO:0051968	NLGN1
GO:0051968	NLGN1
GO:0060074	NLGN1
GO:0060999	NLGN1
GO:0060999	NLGN1
GO:0061002	NLGN1
GO:0071277	NLGN1
GO:0072553	NLGN1
GO:0090125	NLGN1
GO:0097091	NLGN1
GO:0097091	NLGN1
GO:0097104	NLGN1
GO:0097105	NLGN1
GO:0097113	NLGN1
GO:0097114	NLGN1
GO:0097115	NLGN1
GO:0097119	NLGN1
GO:0097120	NLGN1
GO:0099054	NLGN1
GO:0099558	NLGN1
GO:0140058	NLGN1
GO:1900029	NLGN1
GO:1900075	NLGN1
GO:1900244	NLGN1
GO:1900244	NLGN1
GO:1902533	NLGN1
GO:1904861	NLGN1
GO:2000302	NLGN1
GO:2000310	NLGN1
GO:2000310	NLGN1
GO:2000310	NLGN1
GO:2000310	NLGN1
GO:2000311	NLGN1
GO:2000463	NLGN1
GO:2000463	NLGN1
GO:2000463	NLGN1
GO:0000122	OSR2
GO:0001656	OSR2
GO:0001823	OSR2
GO:0002062	OSR2
GO:0008284	OSR2
GO:0009792	OSR2
GO:0010628	OSR2
GO:0030154	OSR2
GO:0030501	OSR2
GO:0033687	OSR2
GO:0035115	OSR2
GO:0035116	OSR2
GO:0036023	OSR2
GO:0042474	OSR2
GO:0042476	OSR2
GO:0042733	OSR2
GO:0045893	OSR2
GO:0045944	OSR2
GO:0048704	OSR2
GO:0050679	OSR2
GO:0060021	OSR2
GO:0060272	OSR2
GO:0060322	OSR2
GO:0060349	OSR2
GO:0061029	OSR2
GO:0072089	OSR2
GO:0072498	OSR2
GO:2000648	OSR2
GO:0001558	LTBP4
GO:0006457	LTBP4
GO:0007179	LTBP4
GO:0017015	LTBP4
GO:0046879	LTBP4
GO:0008150	TMEM256
GO:0000122	PIAS4
GO:0001942	PIAS4
GO:0006302	PIAS4
GO:0006351	PIAS4
GO:0007417	PIAS4
GO:0010804	PIAS4
GO:0016055	PIAS4
GO:0016925	PIAS4
GO:0016925	PIAS4
GO:0016925	PIAS4
GO:0016925	PIAS4
GO:0016925	PIAS4
GO:0016925	PIAS4
GO:0032088	PIAS4
GO:0033235	PIAS4
GO:0033235	PIAS4
GO:0042359	PIAS4
GO:0045892	PIAS4
GO:0045892	PIAS4
GO:0060887	PIAS4
GO:1902174	PIAS4
GO:1902231	PIAS4
GO:1905168	PIAS4
GO:0008150	RUSC2
GO:0000712	CENPS
GO:0006281	CENPS
GO:0006974	CENPS
GO:0006974	CENPS
GO:0031297	CENPS
GO:0031398	CENPS
GO:0036297	CENPS
GO:0051301	CENPS
GO:0051382	CENPS
GO:0009306	SVBP
GO:0010596	SVBP
GO:0031397	SVBP
GO:0006508	SVBP
GO:0010952	SVBP
GO:0061564	SVBP
GO:1905048	SVBP
GO:1905048	SVBP
GO:1905048	SVBP
GO:1905048	SVBP
GO:0001525	AGGF1
GO:0001570	AGGF1
GO:0001938	AGGF1
GO:0007155	AGGF1
GO:0045766	AGGF1
GO:0043086	LRRC43
GO:0002027	GPD1L
GO:0002027	GPD1L
GO:0005975	GPD1L
GO:0010765	GPD1L
GO:0010765	GPD1L
GO:0010765	GPD1L
GO:0019674	GPD1L
GO:0033137	GPD1L
GO:0046168	GPD1L
GO:0060373	GPD1L
GO:0060373	GPD1L
GO:0086005	GPD1L
GO:0086005	GPD1L
GO:0090038	GPD1L
GO:2000010	GPD1L
GO:2000010	GPD1L
GO:2000649	GPD1L
GO:2000649	GPD1L
GO:0043547	ELMOD1
GO:0045926	MT1M
GO:0071294	MT1M
GO:0016575	MIER2
GO:0007186	OR2L13
GO:0008150	OR2L13
GO:0050911	OR2L13
GO:0045955	CBARP
GO:1901386	CBARP
GO:1903170	CBARP
GO:0008284	SLC35F6
GO:0055085	SLC35F6
GO:1901029	SLC35F6
GO:0032922	CIART
GO:0045475	CIART
GO:0045892	CIART
GO:0051956	SLC43A2
GO:0060358	SLC43A2
GO:0006865	SLC43A2
GO:0015807	SLC43A2
GO:0015818	SLC43A2
GO:0015820	SLC43A2
GO:0015821	SLC43A2
GO:0015823	SLC43A2
GO:0015823	SLC43A2
GO:0098655	SLC43A2
GO:1902475	SLC43A2
GO:1902475	SLC43A2
GO:0000086	KDM8
GO:0006325	KDM8
GO:0006508	KDM8
GO:0031648	KDM8
GO:0032922	KDM8
GO:0045892	KDM8
GO:0045893	KDM8
GO:0007264	ARHGAP18
GO:0008360	ARHGAP18
GO:0030833	ARHGAP18
GO:0032956	ARHGAP18
GO:0050790	ARHGAP18
GO:0051056	ARHGAP18
GO:0051056	ARHGAP18
GO:2000145	ARHGAP18
GO:0045944	ZNF786
GO:0035269	TMTC2
GO:0055074	TMTC2
GO:0070213	PARP8
GO:0006307	ASCC3
GO:0006307	ASCC3
GO:0008283	ASCC3
GO:0032508	ASCC3
GO:0032508	ASCC3
GO:0032790	ASCC3
GO:0072344	ASCC3
GO:1990116	ASCC3
GO:1990116	ASCC3
GO:0008150	EHBP1L1
GO:0001525	PLCD3
GO:0016042	PLCD3
GO:0042127	PLCD3
GO:0060716	PLCD3
GO:0032088	MTURN
GO:0045654	MTURN
GO:0046330	MTURN
GO:0070374	MTURN
GO:0006612	MICALL1
GO:0006897	MICALL1
GO:0006898	MICALL1
GO:0031175	MICALL1
GO:0032456	MICALL1
GO:0032458	MICALL1
GO:0036010	MICALL1
GO:0097320	MICALL1
GO:0007165	TAFA2
GO:0007613	TAFA2
GO:0008542	TAFA2
GO:0001947	BBS5
GO:0007601	BBS5
GO:0015031	BBS5
GO:0032402	BBS5
GO:0044458	BBS5
GO:0050896	BBS5
GO:0060271	BBS5
GO:0060271	BBS5
GO:0001510	METTL4
GO:0001510	METTL4
GO:0006325	METTL4
GO:0032775	METTL4
GO:0043484	METTL4
GO:0090296	METTL4
GO:0120049	METTL4
GO:1902275	METTL4
GO:1903108	METTL4
GO:0000725	HROB
GO:0000731	HROB
GO:0006974	HROB
GO:0007292	HROB
GO:0036297	HROB
GO:0048232	HROB
GO:0006357	ZNF664
GO:0008150	ZNF664
GO:0015031	VPS8
GO:0034058	VPS8
GO:0034058	VPS8
GO:0035542	VPS8
GO:0002011	PALS1
GO:0010467	PALS1
GO:0017015	PALS1
GO:0021954	PALS1
GO:0021987	PALS1
GO:0032287	PALS1
GO:0032288	PALS1
GO:0035750	PALS1
GO:0045197	PALS1
GO:0045197	PALS1
GO:0045197	PALS1
GO:0016266	GALNT15
GO:0008150	TMEM132C
GO:0007062	STAG2
GO:0007062	STAG2
GO:0007062	STAG2
GO:0034087	STAG2
GO:0051301	STAG2
GO:0051321	STAG2
GO:0090307	STAG2
GO:0098886	SYNPO
GO:0007030	FBXW8
GO:0007030	FBXW8
GO:0008283	FBXW8
GO:0016567	FBXW8
GO:0016567	FBXW8
GO:0016567	FBXW8
GO:0050775	FBXW8
GO:0050775	FBXW8
GO:0060716	FBXW8
GO:1901485	FBXW8
GO:0006493	LARGE2
GO:0035269	LARGE2
GO:0046716	LARGE2
GO:0000122	SDR16C5
GO:0031065	SDR16C5
GO:0035067	SDR16C5
GO:0042572	SDR16C5
GO:0042572	SDR16C5
GO:0042572	SDR16C5
GO:0042574	SDR16C5
GO:0042574	SDR16C5
GO:0043616	SDR16C5
GO:0055085	SLC25A45
GO:0090305	PGBD5
GO:0090305	PGBD5
GO:0098038	PGBD5
GO:0002250	LILRB2
GO:0002578	LILRB2
GO:0002645	LILRB2
GO:0002666	LILRB2
GO:0002666	LILRB2
GO:0002767	LILRB2
GO:0002767	LILRB2
GO:0002774	LILRB2
GO:0006955	LILRB2
GO:0006968	LILRB2
GO:0007165	LILRB2
GO:0007165	LILRB2
GO:0007166	LILRB2
GO:0007267	LILRB2
GO:0007611	LILRB2
GO:0032755	LILRB2
GO:0034113	LILRB2
GO:0035307	LILRB2
GO:0042102	LILRB2
GO:0042130	LILRB2
GO:0042130	LILRB2
GO:0042130	LILRB2
GO:0042130	LILRB2
GO:0045591	LILRB2
GO:0051248	LILRB2
GO:0051926	LILRB2
GO:0071222	LILRB2
GO:0140105	LILRB2
GO:1900271	LILRB2
GO:1900454	LILRB2
GO:1905875	LILRB2
GO:2000524	LILRB2
GO:2001198	LILRB2
GO:0007283	NME8
GO:0030154	NME8
GO:0034614	NME8
GO:0060271	NME8
GO:0018242	GALNT16
GO:0018243	GALNT16
GO:0055085	SVOPL
GO:0001501	FGFRL1
GO:0003179	FGFRL1
GO:0008285	FGFRL1
GO:0008543	FGFRL1
GO:0060412	FGFRL1
GO:0060539	FGFRL1
GO:0098742	FGFRL1
GO:0006412	GUF1
GO:0016567	LNX2
GO:0030182	LNX2
GO:0061351	LNX2
GO:0032026	D2HGDH
GO:0051592	D2HGDH
GO:0006103	D2HGDH
GO:0006108	D2HGDH
GO:0010042	D2HGDH
GO:0010043	D2HGDH
GO:0019538	D2HGDH
GO:0032025	D2HGDH
GO:1904659	MFSD4A
GO:0045600	SFRP1
GO:0001649	SFRP1
GO:0001657	SFRP1
GO:0001954	SFRP1
GO:0002244	SFRP1
GO:0003402	SFRP1
GO:0008284	SFRP1
GO:0008285	SFRP1
GO:0008285	SFRP1
GO:0008285	SFRP1
GO:0008285	SFRP1
GO:0008285	SFRP1
GO:0008584	SFRP1
GO:0008585	SFRP1
GO:0009267	SFRP1
GO:0009267	SFRP1
GO:0009410	SFRP1
GO:0009950	SFRP1
GO:0010564	SFRP1
GO:0010629	SFRP1
GO:0010719	SFRP1
GO:0010975	SFRP1
GO:0014034	SFRP1
GO:0014070	SFRP1
GO:0030177	SFRP1
GO:0030178	SFRP1
GO:0030178	SFRP1
GO:0030178	SFRP1
GO:0030178	SFRP1
GO:0030178	SFRP1
GO:0030279	SFRP1
GO:0030279	SFRP1
GO:0030307	SFRP1
GO:0030307	SFRP1
GO:0030308	SFRP1
GO:0030308	SFRP1
GO:0030316	SFRP1
GO:0030336	SFRP1
GO:0030509	SFRP1
GO:0030514	SFRP1
GO:0033689	SFRP1
GO:0035019	SFRP1
GO:0043065	SFRP1
GO:0043065	SFRP1
GO:0043065	SFRP1
GO:0043065	SFRP1
GO:0043065	SFRP1
GO:0043065	SFRP1
GO:0043066	SFRP1
GO:0043066	SFRP1
GO:0043066	SFRP1
GO:0043066	SFRP1
GO:0043066	SFRP1
GO:0043508	SFRP1
GO:0043547	SFRP1
GO:0044344	SFRP1
GO:0044345	SFRP1
GO:0045578	SFRP1
GO:0045600	SFRP1
GO:0045668	SFRP1
GO:0045671	SFRP1
GO:0045765	SFRP1
GO:0045880	SFRP1
GO:0045892	SFRP1
GO:0045892	SFRP1
GO:0045892	SFRP1
GO:0045892	SFRP1
GO:0045892	SFRP1
GO:0045893	SFRP1
GO:0045893	SFRP1
GO:0045893	SFRP1
GO:0045893	SFRP1
GO:0046676	SFRP1
GO:0046851	SFRP1
GO:0048147	SFRP1
GO:0048546	SFRP1
GO:0050679	SFRP1
GO:0050680	SFRP1
GO:0050732	SFRP1
GO:0051496	SFRP1
GO:0051894	SFRP1
GO:0060070	SFRP1
GO:0060218	SFRP1
GO:0060346	SFRP1
GO:0060527	SFRP1
GO:0060687	SFRP1
GO:0060766	SFRP1
GO:0071305	SFRP1
GO:0071347	SFRP1
GO:0071356	SFRP1
GO:0071363	SFRP1
GO:0071380	SFRP1
GO:0071391	SFRP1
GO:0071392	SFRP1
GO:0071456	SFRP1
GO:0071481	SFRP1
GO:0071504	SFRP1
GO:0071542	SFRP1
GO:0071560	SFRP1
GO:0071773	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090090	SFRP1
GO:0090179	SFRP1
GO:0090244	SFRP1
GO:0090246	SFRP1
GO:0090263	SFRP1
GO:0090263	SFRP1
GO:0097191	SFRP1
GO:1902043	SFRP1
GO:1904956	SFRP1
GO:2000041	SFRP1
GO:2000052	SFRP1
GO:2000054	SFRP1
GO:2000080	SFRP1
GO:2000270	SFRP1
GO:2000271	SFRP1
GO:0000122	RYBP
GO:0006338	RYBP
GO:0006351	RYBP
GO:0006915	RYBP
GO:0032435	RYBP
GO:0043065	RYBP
GO:0045893	RYBP
GO:0019243	PNKD
GO:0032225	PNKD
GO:0042053	PNKD
GO:0046929	PNKD
GO:0050884	PNKD
GO:0016266	GALNT4
GO:0018242	GALNT4
GO:0018243	GALNT4
GO:0018243	GALNT4
GO:0001881	PHETA1
GO:0007032	PHETA1
GO:0042147	PHETA1
GO:0008104	NIN
GO:0008104	NIN
GO:0008104	NIN
GO:0010457	NIN
GO:0021540	NIN
GO:0021957	NIN
GO:0034454	NIN
GO:0048668	NIN
GO:0050772	NIN
GO:0051642	NIN
GO:0030033	MINK1
GO:0001952	MINK1
GO:0006468	MINK1
GO:0006468	MINK1
GO:0007254	MINK1
GO:0007268	MINK1
GO:0007420	MINK1
GO:0022407	MINK1
GO:0030334	MINK1
GO:0031532	MINK1
GO:0046330	MINK1
GO:0046330	MINK1
GO:0046777	MINK1
GO:0048813	MINK1
GO:1900745	MINK1
GO:2000311	MINK1
GO:0006826	FTMT
GO:0006879	FTMT
GO:0006879	FTMT
GO:0008284	FTMT
GO:0051349	FTMT
GO:1904231	FTMT
GO:1904234	FTMT
GO:0008202	SLC22A24
GO:0035382	SLC22A24
GO:0016567	RNF175
GO:0007283	SPATA6L
GO:0006626	TOMM5
GO:0045040	TOMM5
GO:0006548	CARNMT1
GO:0032259	CARNMT1
GO:0035498	CARNMT1
GO:0035498	CARNMT1
GO:0046856	PIP4P2
GO:0050765	PIP4P2
GO:0001835	CCDC24
GO:0006656	SLC44A3
GO:0015871	SLC44A3
GO:0055085	SLC44A3
GO:0008150	KLHL36
GO:0016567	KLHL36
GO:0007019	KIF2B
GO:0007019	KIF2B
GO:0051301	KIF2B
GO:0051310	KIF2B
GO:0051983	KIF2B
GO:0035720	TTC30B
GO:0060271	TTC30B
GO:0006693	PTGR3
GO:0008150	PTGR3
GO:0045599	PTGR3
GO:0018171	CHCHD4
GO:0022417	CHCHD4
GO:0033108	CHCHD4
GO:0045041	CHCHD4
GO:0045041	CHCHD4
GO:0051084	CHCHD4
GO:0007605	MARVELD2
GO:0045216	MARVELD2
GO:0061028	MARVELD2
GO:0070830	MARVELD2
GO:0070830	MARVELD2
GO:0030335	ARHGEF39
GO:0050790	ARHGEF39
GO:0006633	CBR4
GO:0006633	CBR4
GO:0044597	CBR4
GO:0044598	CBR4
GO:0051289	CBR4
GO:0051290	CBR4
GO:0006824	MMGT1
GO:0006825	MMGT1
GO:0015693	MMGT1
GO:0034755	MMGT1
GO:0045050	MMGT1
GO:0045050	MMGT1
GO:0045050	MMGT1
GO:0071816	MMGT1
GO:0071816	MMGT1
GO:0071816	MMGT1
GO:1903830	MMGT1
GO:0055085	SVOP
GO:0045944	ZNF808
GO:0006954	AFAP1L2
GO:0007346	AFAP1L2
GO:0032675	AFAP1L2
GO:0032757	AFAP1L2
GO:0045742	AFAP1L2
GO:0045893	AFAP1L2
GO:0061098	AFAP1L2
GO:0002115	CRACR2B
GO:2001256	CRACR2B
GO:0006879	TMEM199
GO:0007042	TMEM199
GO:0036295	TMEM199
GO:0070072	TMEM199
GO:1905146	TMEM199
GO:0006508	FBXL6
GO:0016567	FBXL6
GO:0006449	OGFOD1
GO:0006449	OGFOD1
GO:0008283	OGFOD1
GO:0018126	OGFOD1
GO:0018126	OGFOD1
GO:0019511	OGFOD1
GO:0034063	OGFOD1
GO:0009966	AFAP1
GO:0051493	AFAP1
GO:0032400	MREG
GO:0072385	MREG
GO:0090382	MREG
GO:0018105	DCLK2
GO:0021766	DCLK2
GO:0021860	DCLK2
GO:0034504	DCLK2
GO:0035556	DCLK2
GO:1900181	DCLK2
GO:0006979	OXR1
GO:0007628	OXR1
GO:0043524	OXR1
GO:0051402	OXR1
GO:0071447	OXR1
GO:1900408	OXR1
GO:1902083	OXR1
GO:1903204	OXR1
GO:0006508	MPND
GO:0000122	ZGPAT
GO:0007175	ZGPAT
GO:0045892	ZGPAT
GO:0030148	CERS5
GO:0046513	CERS5
GO:0046513	CERS5
GO:0098655	CALHM5
GO:0006139	SRBD1
GO:0006400	DTWD1
GO:0010507	TAB3
GO:0043123	TAB3
GO:0043123	TAB3
GO:0043123	TAB3
GO:0000122	WDTC1
GO:0001701	WDTC1
GO:0006006	WDTC1
GO:0008361	WDTC1
GO:0016567	WDTC1
GO:0032869	WDTC1
GO:0035264	WDTC1
GO:0043086	WDTC1
GO:0055082	WDTC1
GO:0005975	GBGT1
GO:0006486	GBGT1
GO:0009247	GBGT1
GO:0000122	NKAP
GO:0007219	NKAP
GO:0030851	NKAP
GO:0033077	NKAP
GO:0035019	NKAP
GO:0045892	NKAP
GO:0046638	NKAP
GO:0071425	NKAP
GO:0033617	SMIM20
GO:0007420	MACO1
GO:0023041	MACO1
GO:0030010	FAM89B
GO:0030335	FAM89B
GO:0030512	FAM89B
GO:0060392	FAM89B
GO:0007254	SH2D3C
GO:0007264	SH2D3C
GO:0050790	SH2D3C
GO:0006511	ARRDC1
GO:0006511	ARRDC1
GO:0006858	ARRDC1
GO:0015031	ARRDC1
GO:0016567	ARRDC1
GO:0045746	ARRDC1
GO:0140112	ARRDC1
GO:0051260	KCNRG
GO:1902260	KCNRG
GO:0010508	DHRSX
GO:0000492	NOPCHAP1
GO:0008150	MINDY1
GO:0001824	SPIC
GO:0045944	SPIC
GO:0010506	CISD2
GO:0043461	ATPAF2
GO:0002446	JAGN1
GO:0006887	JAGN1
GO:0015031	JAGN1
GO:0016192	JAGN1
GO:0030223	JAGN1
GO:0038158	JAGN1
GO:0050832	JAGN1
GO:0061179	JAGN1
GO:1990266	JAGN1
GO:0032543	MRPL50
GO:0000122	ZC3H8
GO:0006915	ZC3H8
GO:0033085	ZC3H8
GO:0042795	ZC3H8
GO:0042796	ZC3H8
GO:0043029	ZC3H8
GO:0045892	ZC3H8
GO:0045892	ZC3H8
GO:0045945	ZC3H8
GO:0046677	ZC3H8
GO:0070245	ZC3H8
GO:0015866	SLC25A41
GO:0015867	SLC25A41
GO:0140021	SLC25A41
GO:1990544	SLC25A41
GO:0006468	CAMKK1
GO:1902017	TBC1D19
GO:0050790	TBC1D19
GO:0010626	RNF10
GO:0031643	RNF10
GO:0045893	RNF10
GO:0045944	RNF10
GO:0051865	RNF10
GO:0099527	RNF10
GO:0007399	NGEF
GO:0030154	NGEF
GO:0043087	NGEF
GO:0048013	NGEF
GO:0048013	NGEF
GO:0051056	NGEF
GO:0061002	NGEF
GO:0001837	RFLNB
GO:0006413	EIF4E3
GO:0006417	EIF4E3
GO:0006325	MSL3
GO:0006355	MSL3
GO:0043984	MSL3
GO:0043984	MSL3
GO:0045893	MSL3
GO:1900095	MSL3
GO:0019082	PARP16
GO:0030968	PARP16
GO:0034356	PARP16
GO:0036498	PARP16
GO:0060548	PARP16
GO:0070213	PARP16
GO:0070213	PARP16
GO:0070213	PARP16
GO:0070213	PARP16
GO:0071902	PARP16
GO:1990830	PARP16
GO:0006103	AADAT
GO:0006536	AADAT
GO:0009058	AADAT
GO:0033512	AADAT
GO:0070189	AADAT
GO:0097052	AADAT
GO:0097052	AADAT
GO:0030030	KCTD17
GO:0032469	KCTD17
GO:0043161	KCTD17
GO:0045724	KCTD17
GO:0051260	KCTD17
GO:0006508	DPP10
GO:0072659	DPP10
GO:1901379	DPP10
GO:1903078	DPP10
GO:0006616	TRAM1L1
GO:0007032	FHIP1B
GO:0007040	FHIP1B
GO:0008333	FHIP1B
GO:0015031	FHIP1B
GO:0045022	FHIP1B
GO:1905719	FHIP1B
GO:0007186	OR2C3
GO:0050911	OR2C3
GO:0000712	MEIOB
GO:0000724	MEIOB
GO:0007129	MEIOB
GO:0007140	MEIOB
GO:0007144	MEIOB
GO:0009566	MEIOB
GO:0090305	MEIOB
GO:0090305	MEIOB
GO:0090305	MEIOB
GO:0016567	LZTR1
GO:0016567	LZTR1
GO:0016567	LZTR1
GO:0046580	LZTR1
GO:0046580	LZTR1
GO:0036151	TMEM86B
GO:0046485	TMEM86B
GO:0032088	COMMD1
GO:0006289	COMMD1
GO:0006893	COMMD1
GO:0015031	COMMD1
GO:0031398	COMMD1
GO:0031398	COMMD1
GO:0032088	COMMD1
GO:0032088	COMMD1
GO:0032434	COMMD1
GO:0048227	COMMD1
GO:0055070	COMMD1
GO:1902306	COMMD1
GO:1902306	COMMD1
GO:2000009	COMMD1
GO:0000122	ZBTB2
GO:0006914	DRAM1
GO:0006915	DRAM1
GO:0010506	DRAM1
GO:0031124	CPSF7
GO:0051262	CPSF7
GO:0051290	CPSF7
GO:0098789	CPSF7
GO:0098789	CPSF7
GO:0098789	CPSF7
GO:0110104	CPSF7
GO:1990120	CPSF7
GO:0042742	DEFB125
GO:0045087	DEFB125
GO:0042742	DEFB123
GO:0045087	DEFB123
GO:0000122	ESX1
GO:0045892	ESX1
GO:0051726	ESX1
GO:0006811	SLC5A8
GO:0006915	SLC5A8
GO:0034356	SLC5A8
GO:0035873	SLC5A8
GO:0006811	SLC15A4
GO:0015031	SLC15A4
GO:0015835	SLC15A4
GO:0015835	SLC15A4
GO:0033023	SLC15A4
GO:0034157	SLC15A4
GO:0034157	SLC15A4
GO:0034161	SLC15A4
GO:0034165	SLC15A4
GO:0045087	SLC15A4
GO:0045089	SLC15A4
GO:0048302	SLC15A4
GO:0070424	SLC15A4
GO:0070430	SLC15A4
GO:0070434	SLC15A4
GO:0089708	SLC15A4
GO:0140206	SLC15A4
GO:0140206	SLC15A4
GO:1902600	SLC15A4
GO:0061484	MYCT1
GO:0006355	IGSF1
GO:0032926	IGSF1
GO:0002250	LILRA3
GO:0016567	RNF182
GO:0016567	RNF182
GO:0001934	CLDN19
GO:0007601	CLDN19
GO:0008285	CLDN19
GO:0010628	CLDN19
GO:0010629	CLDN19
GO:0016338	CLDN19
GO:0019227	CLDN19
GO:0030336	CLDN19
GO:0031532	CLDN19
GO:0050896	CLDN19
GO:0061045	CLDN19
GO:0150111	CLDN19
GO:1901890	CLDN19
GO:0050855	GCSAM
GO:2000402	GCSAM
GO:0030166	CSGALNACT2
GO:0030206	CSGALNACT2
GO:0050650	CSGALNACT2
GO:0050651	CSGALNACT2
GO:0050652	CSGALNACT2
GO:0050653	CSGALNACT2
GO:0030198	ADAMTSL1
GO:0015031	ARFGAP2
GO:0050790	ARFGAP2
GO:0000122	EID2
GO:0007181	EID2
GO:0007183	EID2
GO:0007517	EID2
GO:0017015	EID2
GO:0030154	EID2
GO:0030512	EID2
GO:0042127	EID2
GO:0045892	EID2
GO:0000724	KASH5
GO:0007283	KASH5
GO:0048477	KASH5
GO:0006487	KRTCAP2
GO:0042543	KRTCAP2
GO:0050790	KRTCAP2
GO:0008283	OTUD6B
GO:0016579	OTUD6B
GO:0016579	OTUD6B
GO:0043248	OTUD6B
GO:0007010	FITM2
GO:0010866	FITM2
GO:0010890	FITM2
GO:0022604	FITM2
GO:0030730	FITM2
GO:0034389	FITM2
GO:0034389	FITM2
GO:0035356	FITM2
GO:0036115	FITM2
GO:0055088	FITM2
GO:0140042	FITM2
GO:0140042	FITM2
GO:0000256	ALLC
GO:0006508	AOPEP
GO:0060474	IQCF1
GO:2000344	IQCF1
GO:0032436	ZFAND2A
GO:0071243	ZFAND2A
GO:0008150	TTC9B
GO:0008150	IL22RA1
